title,published_date,duration,views,likes,comments,engagement_rate,day_of_week,hour,Month,Day,Hour,TitleLength,DayOfWeek
Google Assistant vs Siri! (2016),2016-10-22 02:22:57+00:00,10.766666666666667,4399226,103029,9422,0.025561541962154252,Saturday,2,2016-10,Saturday,2,32,5
Tesla Model S P100D: The Options!,2016-10-19 22:15:50+00:00,8.0,1825190,51217,4323,0.030429708687862635,Wednesday,22,2016-10,Wednesday,22,33,2
Google Pixel Unboxing! (Best Android 7.1 Features),2016-10-18 13:00:51+00:00,6.416666666666667,2981063,76632,8256,0.02847574841591741,Tuesday,13,2016-10,Tuesday,13,50,1
Top 5 Galaxy Note 7 Replacements!,2016-10-12 18:37:19+00:00,6.416666666666667,1605828,43906,6476,0.031374468498494235,Wednesday,18,2016-10,Wednesday,18,33,2
Dope Tech: 8K RED Epic-W Unboxing!,2016-10-11 18:14:54+00:00,5.033333333333333,2306397,49394,2875,0.022662620528902874,Tuesday,18,2016-10,Tuesday,18,34,1
Dope Tech: Self-Lacing Nike Mag!,2016-10-08 01:50:45+00:00,2.5166666666666666,10565750,154571,6493,0.01524397226888768,Saturday,1,2016-10,Saturday,1,32,5
Google Pixel Impressions!,2016-10-04 23:53:22+00:00,5.883333333333334,5482302,83097,12064,0.017357854419548575,Tuesday,23,2016-10,Tuesday,23,25,1
LG V20: Most Underrated Phone?!,2016-10-02 23:36:17+00:00,7.983333333333333,3280280,62597,5360,0.020716829051178557,Sunday,23,2016-10,Sunday,23,31,6
Samsung Galaxy Note 7 Review!,2016-09-27 06:36:15+00:00,10.616666666666667,2590897,65189,8967,0.0286217476032432,Tuesday,6,2016-09,Tuesday,6,29,1
Tesla Model S P100D Impressions!,2016-09-23 23:35:53+00:00,5.066666666666666,2109965,83587,8029,0.04342062546061191,Friday,23,2016-09,Friday,23,32,4
iPhone 7 Headphone Roundup!,2016-09-18 07:06:10+00:00,7.166666666666667,1909986,42473,4504,0.02459546823903421,Sunday,7,2016-09,Sunday,7,27,6
iPhone 7 Unboxing: Jet Black vs Matte Black!,2016-09-14 21:34:18+00:00,4.966666666666667,11000570,121942,10196,0.012011923018534494,Wednesday,21,2016-09,Wednesday,21,44,2
iPhone 7 Impressions: 10 New Things!,2016-09-08 04:04:41+00:00,7.616666666666666,6818496,111317,13197,0.018261211856690978,Thursday,4,2016-09,Thursday,4,36,3
Hasselblad True Zoom Camera Mod!,2016-09-06 05:39:18+00:00,5.35,1088250,24802,1688,0.02434183321847002,Tuesday,5,2016-09,Tuesday,5,32,1
Dope Tech: Boosted Board 2!,2016-08-30 14:00:19+00:00,4.6,1761081,43682,2525,0.026237861858710645,Tuesday,14,2016-08,Tuesday,14,27,1
Android 7.0 Nougat Update!,2016-08-23 23:14:46+00:00,4.766666666666667,2095946,43170,4259,0.02262892269171057,Tuesday,23,2016-08,Tuesday,23,26,1
How to be a YouTuber? Ask MKBHD V10!,2016-08-23 01:33:48+00:00,8.133333333333333,861659,33965,4035,0.0441009726585575,Tuesday,1,2016-08,Tuesday,1,36,1
ZTE Axon 7: Top Budget Smartphone?,2016-08-17 01:12:40+00:00,8.383333333333333,1304229,29531,4183,0.025849754912672544,Wednesday,1,2016-08,Wednesday,1,34,2
The iPhone 7 Plus Model!,2016-08-12 22:09:04+00:00,4.4,1443151,29523,3330,0.022764769590985282,Friday,22,2016-08,Friday,22,24,4
2016 Nexus Hype!,2016-08-10 21:19:27+00:00,6.783333333333333,1346586,36717,4295,0.030456279806859717,Wednesday,21,2016-08,Wednesday,21,16,2
Samsung Galaxy Note 7 Impressions!,2016-08-02 22:20:15+00:00,6.2,2236845,50182,6150,0.025183685056407574,Tuesday,22,2016-08,Tuesday,22,34,1
Moto Z/Force Review!,2016-07-29 08:48:46+00:00,10.766666666666667,1547233,32119,2952,0.022666915713405802,Friday,8,2016-07,Friday,8,20,4
The DROID DOES Throwback!,2016-07-19 20:59:26+00:00,5.4,749525,25515,6392,0.042569627430706115,Tuesday,20,2016-07,Tuesday,20,25,1
Moto Z Impressions!,2016-07-15 21:52:36+00:00,4.933333333333334,1724402,37665,4216,0.0242872601632334,Friday,21,2016-07,Friday,21,19,4
Dope Tech: Lightning Headphones!,2016-07-14 00:42:24+00:00,5.55,879358,23350,2640,0.029555653101467207,Thursday,0,2016-07,Thursday,0,32,3
Daily Tech: Mid 2016!,2016-07-12 01:43:26+00:00,6.066666666666666,1028603,31099,2487,0.03265205331891896,Tuesday,1,2016-07,Tuesday,1,21,1
Bose QC35: Best Noise Cancelling Headphones?,2016-06-30 02:43:38+00:00,5.566666666666666,3265844,51392,5227,0.01733671295995767,Thursday,2,2016-06,Thursday,2,44,3
Batman Edition Galaxy S7 Edge!,2016-06-24 20:24:52+00:00,3.95,1264701,35237,3200,0.030392163839516217,Friday,20,2016-06,Friday,20,30,4
OnePlus 3 Review!,2016-06-14 17:03:42+00:00,11.7,4572723,82505,10208,0.02027522769255868,Tuesday,17,2016-06,Tuesday,17,17,1
Top 5 Apple WWDC 2016 Recap!,2016-06-14 06:50:24+00:00,7.333333333333333,1018052,30512,2764,0.03268595317331531,Tuesday,6,2016-06,Tuesday,6,28,1
The Rugged Galaxy S7 Active!,2016-06-06 22:57:58+00:00,4.65,1575019,31626,3815,0.022501950770117695,Monday,22,2016-06,Monday,22,28,0
Modular Smartphones: Explained!,2016-06-03 18:52:44+00:00,7.033333333333333,2096947,52795,3545,0.026867631847633727,Friday,18,2016-06,Friday,18,31,4
Jaybird Freedom: Best Wireless Earbuds?,2016-05-30 21:11:49+00:00,6.133333333333334,1308526,28186,2213,0.023231483363723764,Monday,21,2016-05,Monday,21,39,0
Top 5 Google I/O 2016 Recap!,2016-05-19 13:08:14+00:00,9.116666666666667,1219822,44107,3519,0.03904340141430471,Thursday,13,2016-05,Thursday,13,28,3
Ask MKBHD V9: Building a Studio!,2016-05-13 19:04:25+00:00,8.35,834530,36637,2327,0.04668975351395396,Friday,19,2016-05,Friday,19,32,4
Dual Camera Smartphones: Explained!,2016-05-04 03:41:06+00:00,5.8,1176285,28884,2082,0.026325252808630562,Wednesday,3,2016-05,Wednesday,3,35,2
HTC 10 Review!,2016-04-29 20:45:37+00:00,7.0,2184405,41720,4836,0.021312897562494135,Friday,20,2016-04,Friday,20,14,4
2016 Macbook: Rose Gold Refresh!,2016-04-22 04:45:04+00:00,3.6166666666666667,1188436,27886,2435,0.02551336378231558,Friday,4,2016-04,Friday,4,32,4
NextDesk Review: Motorized Desk!,2016-04-20 21:12:32+00:00,3.8833333333333333,1004072,30060,1992,0.031922013560780504,Wednesday,21,2016-04,Wednesday,21,32,2
Google Live Cases: Super Custom!,2016-04-14 16:44:41+00:00,4.383333333333334,1810243,56791,2949,0.03300109432822002,Thursday,16,2016-04,Thursday,16,32,3
HTC 10 Impressions!,2016-04-12 12:01:24+00:00,4.666666666666667,1447879,38155,4361,0.02936433224047037,Tuesday,12,2016-04,Tuesday,12,19,1
MKBHD Update 13.0: The Studio!,2016-04-08 02:20:27+00:00,4.766666666666667,922308,44482,3654,0.05219080827662777,Friday,2,2016-04,Friday,2,30,4
iPhone SE Review!,2016-04-05 02:29:22+00:00,4.983333333333333,5763705,79791,7626,0.015166806767521933,Tuesday,2,2016-04,Tuesday,2,17,1
Samsung Galaxy S7 Edge Review!,2016-03-28 23:16:10+00:00,6.166666666666667,2503896,48803,4499,0.021287625364631756,Monday,23,2016-03,Monday,23,30,0
Ask MKBHD V8: Tesla Model 3?!,2016-03-20 03:02:08+00:00,7.216666666666667,952637,32970,4038,0.03884795572710277,Sunday,3,2016-03,Sunday,3,29,6
Samsung Galaxy S7 Review!,2016-03-17 22:31:12+00:00,9.166666666666666,5639949,100549,9407,0.019495920973753487,Thursday,22,2016-03,Thursday,22,25,3
Top 5 Android N Features! (Dev Preview),2016-03-10 22:25:45+00:00,6.166666666666667,1746139,44812,5181,0.028630595846035167,Thursday,22,2016-03,Thursday,22,39,3
Samsung Galaxy S7 Edge: Biggest Flaws!,2016-03-09 18:53:19+00:00,4.016666666666667,3001472,52031,6667,0.019556404324278222,Wednesday,18,2016-03,Wednesday,18,38,2
Top 5 Most Overpriced Tech! (Pt 2),2016-03-02 23:40:47+00:00,5.683333333333334,1934800,53499,3913,0.029673351250775273,Wednesday,23,2016-03,Wednesday,23,34,2
Nextbit Robin Review: Unlimited Storage?,2016-02-27 04:17:22+00:00,5.616666666666666,1467306,36176,2837,0.02658818269672447,Saturday,4,2016-02,Saturday,4,40,5
Samsung Galaxy S7 & S7 Edge Impressions!,2016-02-22 22:24:23+00:00,4.883333333333334,5714658,66055,7610,0.012890535181632917,Monday,22,2016-02,Monday,22,40,0
What's on my Smartphone 2016!,2016-02-21 00:16:05+00:00,6.15,1563044,32586,3580,0.02313818420978552,Sunday,0,2016-02,Sunday,0,29,6
AKG K702 Review: Comfy Headphones!,2016-02-17 04:56:47+00:00,4.55,776210,21209,2015,0.029919738215173727,Wednesday,4,2016-02,Wednesday,4,34,2
Dope Tech: Crazy Speakers!,2016-02-12 04:10:23+00:00,6.3,1476911,35267,1980,0.02521952913885806,Friday,4,2016-02,Friday,4,26,4
Top 5 Upcoming Tech: 2016!,2016-02-07 14:18:17+00:00,5.9,1189011,37306,3200,0.03406696826185796,Sunday,14,2016-02,Sunday,14,26,6
Are Tablets Dead?,2016-02-04 05:47:58+00:00,4.55,1687858,50089,5889,0.03316511223100521,Thursday,5,2016-02,Thursday,5,17,3
YouTube Gear #2 | Carbon Slider!,2016-01-29 02:57:51+00:00,4.383333333333334,650004,22850,1760,0.037861305468889425,Friday,2,2016-01,Friday,2,32,4
iPhone 7 with no Headphone Jack?!,2016-01-23 19:39:53+00:00,5.05,5786953,98112,18582,0.020165016028296758,Saturday,19,2016-01,Saturday,19,33,5
The State of 4K: Early 2016!,2016-01-20 21:37:08+00:00,5.6,779247,26596,4344,0.039704997260175526,Wednesday,21,2016-01,Wednesday,21,28,2
RED Raven Impressions: 4.5K!,2016-01-10 00:08:06+00:00,5.7,1091320,27380,1843,0.026777663746655425,Sunday,0,2016-01,Sunday,0,28,6
Dope Tech: CES 2016!,2016-01-08 11:41:38+00:00,7.7,1415724,41473,2404,0.03099262285586739,Friday,11,2016-01,Friday,11,20,4
Ask MKBHD V7: CES 2016!,2016-01-05 02:24:27+00:00,5.266666666666667,696064,27127,1588,0.041253390492828244,Tuesday,2,2016-01,Tuesday,2,23,1
MKBHD Update 12.0: Moving Out!,2016-01-01 23:23:37+00:00,2.566666666666667,845526,36844,2246,0.04623157655707808,Friday,23,2016-01,Friday,23,30,4
Dope Tech: Best of 2015!,2015-12-30 01:36:22+00:00,7.916666666666667,933006,39139,2234,0.04434376627803037,Wednesday,1,2015-12,Wednesday,1,24,2
Pick Your Smartphone Giveaway!,2015-12-20 14:00:08+00:00,1.7,720819,97210,238230,0.4653595424093982,Sunday,14,2015-12,Sunday,14,30,6
Smartphone Awards: 2015!,2015-12-19 06:27:43+00:00,12.833333333333334,2128944,65011,8142,0.03436116685079551,Saturday,6,2015-12,Saturday,6,24,5
Tech of the Year: Tablets!,2015-12-17 02:00:15+00:00,7.983333333333333,1983923,45261,3085,0.02436888931677288,Thursday,2,2015-12,Thursday,2,26,3
Talking Tech with Kobe Bryant!,2015-12-15 07:53:00+00:00,5.183333333333334,3165461,157922,12434,0.05381712173992982,Tuesday,7,2015-12,Tuesday,7,30,1
Grado SR80e: Dope Budget Headphones!,2015-12-12 05:02:05+00:00,2.5833333333333335,840651,21038,1818,0.027188452758635868,Saturday,5,2015-12,Saturday,5,36,5
iPhone 6s Battery Case: Explained!,2015-12-09 06:21:15+00:00,3.8833333333333333,1847011,42664,3430,0.02495599647213796,Wednesday,6,2015-12,Wednesday,6,34,2
5 Facts about the LG V10!,2015-12-06 23:46:14+00:00,6.466666666666667,1298419,33189,2922,0.02781151538910013,Sunday,23,2015-12,Sunday,23,25,6
OnePlus X Review!,2015-12-01 16:54:40+00:00,6.716666666666667,1917961,39174,3967,0.022493158098626613,Tuesday,16,2015-12,Tuesday,16,17,1
YouTube Gear #1 | Blue Yeti!,2015-11-26 16:15:42+00:00,5.05,1783199,54449,3920,0.032732746036757535,Thursday,16,2015-11,Thursday,16,28,3
Sony Xperia Z5 Premium: A 4K Smartphone!,2015-11-24 05:57:57+00:00,6.65,1884094,37697,4003,0.022132653678638113,Tuesday,5,2015-11,Tuesday,5,40,1
Blackberry Priv Review!,2015-11-20 04:11:57+00:00,8.166666666666666,2670635,38906,4177,0.01613211839131892,Friday,4,2015-11,Friday,4,23,4
iPad Pro Second Impressions! [Apple Pencil],2015-11-15 03:22:15+00:00,6.3,1855573,37169,4048,0.02221254566648685,Sunday,3,2015-11,Sunday,3,43,6
Smartphone Camera Quality: Explained!,2015-11-13 01:53:52+00:00,5.083333333333333,1753137,57207,3090,0.034393775272554286,Friday,1,2015-11,Friday,1,37,4
Google Nexus 5X Review!,2015-11-06 21:41:40+00:00,5.816666666666666,2223855,45253,3490,0.02191824556906813,Friday,21,2015-11,Friday,21,23,4
Dope Tech #2: Customs!,2015-11-03 02:37:52+00:00,4.466666666666667,1084183,29507,1897,0.028965589757448697,Tuesday,2,2015-11,Tuesday,2,22,1
OnePlus X Impressions: Super Budget!,2015-10-29 09:00:50+00:00,3.4,1337235,34015,3482,0.028040695913582877,Thursday,9,2015-10,Thursday,9,36,3
Nexus 6P Review!,2015-10-27 05:55:09+00:00,13.483333333333333,4040643,93860,8451,0.02532047498380827,Tuesday,5,2015-10,Tuesday,5,16,1
Update 11.0: MKBHD.com!,2015-10-21 18:44:16+00:00,3.2,597871,25599,64920,0.15140222556370855,Wednesday,18,2015-10,Wednesday,18,23,2
Nexus 6P Unboxing & Setup!,2015-10-19 08:02:08+00:00,3.5166666666666666,1395220,35656,2178,0.027116870457705593,Monday,8,2015-10,Monday,8,26,0
iPhone 6s #Chipgate: Explained!,2015-10-15 19:44:20+00:00,5.5,1166802,37536,4216,0.03578327771121407,Thursday,19,2015-10,Thursday,19,31,3
Moto 360 V2 Review!,2015-10-13 01:35:51+00:00,3.95,1192006,26421,1363,0.023308607507009194,Tuesday,1,2015-10,Tuesday,1,19,1
Dope Tech #1: Weapon!,2015-10-09 02:34:19+00:00,6.116666666666666,1069145,32338,2375,0.03246800013094576,Friday,2,2015-10,Friday,2,21,4
iPhone 6s Review!,2015-10-03 04:06:29+00:00,10.1,7963513,127590,12074,0.017537988573635782,Saturday,4,2015-10,Saturday,4,17,5
Nexus 6P & 5X Impressions!,2015-09-30 01:03:05+00:00,6.283333333333333,2093504,55755,4068,0.02857553651676806,Wednesday,1,2015-09,Wednesday,1,26,2
Moto X Pure (2015) Review!,2015-09-25 23:10:09+00:00,7.966666666666667,1630549,33408,3411,0.022580738144023883,Friday,23,2015-09,Friday,23,26,4
iPhone 6s & 6s Plus Unboxing & First Look!,2015-09-22 12:05:45+00:00,3.35,2713355,51787,3911,0.0205273545112969,Tuesday,12,2015-09,Tuesday,12,42,1
Samsung Galaxy Note 5 Review!,2015-09-18 02:55:03+00:00,9.133333333333333,4347174,56561,5577,0.014293883796691827,Friday,2,2015-09,Friday,2,29,4
iPad Pro Impressions!,2015-09-10 06:03:02+00:00,4.616666666666666,2123934,39616,5313,0.02115367050011912,Thursday,6,2015-09,Thursday,6,21,3
iPhone 6s Impressions!,2015-09-10 02:01:43+00:00,5.3,7051351,75684,9705,0.012109594317457747,Thursday,2,2015-09,Thursday,2,22,3
Ask MKBHD V6! 4K on a Smartphone?!,2015-09-07 19:36:12+00:00,8.916666666666666,947302,28092,2983,0.032803688791958635,Monday,19,2015-09,Monday,19,34,0
Moto 360 2nd Gen Impressions!,2015-09-02 19:01:03+00:00,3.933333333333333,1329870,28270,1923,0.02270372292028544,Wednesday,19,2015-09,Wednesday,19,29,2
OnePlus 2 Review!,2015-08-29 03:12:37+00:00,13.983333333333333,3382860,52193,5631,0.01709322880639459,Saturday,3,2015-08,Saturday,3,17,5
"On the ""Perfect Smartphone""",2015-08-23 23:15:37+00:00,4.983333333333333,1590096,61883,8883,0.04450423119107274,Sunday,23,2015-08,Sunday,23,27,6
Jaybird X2 Review: Best Bluetooth Earbuds!,2015-08-18 22:59:09+00:00,4.333333333333333,1547220,40295,2439,0.027619860136244363,Tuesday,22,2015-08,Tuesday,22,42,1
Samsung Galaxy Note 5 Impressions! (& GS6 Edge+),2015-08-14 00:07:31+00:00,6.15,1461081,32379,3821,0.024776175995718238,Friday,0,2015-08,Friday,0,48,4
OnePlus 2 Unboxing & Setup!,2015-08-12 02:14:13+00:00,6.583333333333333,1152007,31354,2040,0.028987671081859744,Wednesday,2,2015-08,Wednesday,2,27,2
Moto G 2015 Review!,2015-08-07 23:01:35+00:00,5.533333333333333,1304644,29392,2324,0.024310079991170006,Friday,23,2015-08,Friday,23,19,4
Sony RX100 IV Review: Pocket 4K!,2015-08-06 03:34:46+00:00,7.166666666666667,1283156,29325,1329,0.02388953486559701,Thursday,3,2015-08,Thursday,3,32,3
Moto X Style Impressions!,2015-07-29 03:14:31+00:00,6.316666666666666,1671570,41805,4482,0.027690733860980993,Wednesday,3,2015-07,Wednesday,3,25,2
Five OnePlus 2 Impressions!,2015-07-28 03:00:04+00:00,7.633333333333334,2162475,50147,3614,0.024860865443531138,Tuesday,3,2015-07,Tuesday,3,27,1
GoPro Hero 4 Session Review!,2015-07-24 21:24:57+00:00,6.583333333333333,2192199,41319,2219,0.019860423255370522,Friday,21,2015-07,Friday,21,28,4
iPod Touch 2015 Review!,2015-07-18 04:06:33+00:00,4.883333333333334,2121099,69019,66956,0.06410591867706317,Saturday,4,2015-07,Saturday,4,23,5
OnePlus 2 Camera Review!,2015-07-15 03:01:52+00:00,6.933333333333334,1201298,33044,2137,0.029285822501993675,Wednesday,3,2015-07,Wednesday,3,24,2
Ask MKBHD V5! #HYPE,2015-07-10 02:24:13+00:00,7.883333333333334,707178,26343,1682,0.039629343673021504,Friday,2,2015-07,Friday,2,19,4
Top 5 Upcoming Tech! (Mid 2015),2015-07-04 04:31:11+00:00,6.316666666666666,1025211,33290,2279,0.034694321461630824,Saturday,4,2015-07,Saturday,4,31,5
MAINGEAR Shift Supercomputer: Part 1!,2015-07-01 05:09:19+00:00,5.016666666666667,1071155,36752,4577,0.038583585008705554,Wednesday,5,2015-07,Wednesday,5,37,2
Material Design for Samsung Galaxy S6!,2015-06-25 19:07:55+00:00,3.8666666666666667,822751,30937,1482,0.03940317301346337,Thursday,19,2015-06,Thursday,19,38,3
Open Back Headphones: Explained!,2015-06-24 18:46:13+00:00,4.316666666666666,1403756,39750,2060,0.029784378481730444,Wednesday,18,2015-06,Wednesday,18,32,2
Top 5 Smartphones Under $300! (2015),2015-06-16 22:27:33+00:00,7.8,2822313,44891,3795,0.017250390016982524,Tuesday,22,2015-06,Tuesday,22,36,1
2015 Macbook Review!,2015-06-11 13:18:38+00:00,8.216666666666667,2452328,44649,4761,0.020148202034964327,Thursday,13,2015-06,Thursday,13,20,3
Iron Man Edition Samsung Galaxy S6 Edge!,2015-06-05 22:10:23+00:00,4.3,2061255,93926,174682,0.13031284338910032,Friday,22,2015-06,Friday,22,40,4
HTC One M9+ (& S6 Plus!),2015-06-03 23:50:34+00:00,4.166666666666667,1120858,20309,1287,0.01926738266577925,Wednesday,23,2015-06,Wednesday,23,24,2
Top 5 Android Marshmallow Features!,2015-05-29 13:20:39+00:00,7.133333333333334,2236512,49916,7808,0.02580983245339171,Friday,13,2015-05,Friday,13,35,4
10 Apple Watch Questions: Answered!,2015-05-27 15:56:13+00:00,6.6,1656693,37301,1429,0.023377898017315216,Wednesday,15,2015-05,Wednesday,15,35,2
LG G4 Review!,2015-05-24 06:35:51+00:00,11.483333333333333,3066999,65530,4766,0.02292012485168727,Sunday,6,2015-05,Sunday,6,13,6
YouTube Processing: Explained!,2015-05-18 19:06:31+00:00,3.966666666666667,1117745,43679,2534,0.04134485056967376,Monday,19,2015-05,Monday,19,30,0
Apple Watch Review!,2015-05-14 23:11:24+00:00,7.166666666666667,2764506,50196,4529,0.019795580114494234,Thursday,23,2015-05,Thursday,23,19,3
Five (More) Facts About Me! (Graduation!),2015-05-11 19:16:35+00:00,5.533333333333333,1315791,77275,6154,0.06340596644907892,Monday,19,2015-05,Monday,19,41,0
Samsung Galaxy S6 Edge Review!,2015-05-03 20:14:04+00:00,5.483333333333333,5820695,62969,4678,0.011621808048695215,Sunday,20,2015-05,Sunday,20,30,6
LG G4 Impressions!,2015-04-28 22:25:10+00:00,4.566666666666666,1234847,28346,3323,0.025646092187939073,Tuesday,22,2015-04,Tuesday,22,18,1
Chromebook Pixel 2 Review!,2015-04-24 20:16:36+00:00,5.033333333333333,1332699,38911,2440,0.031028011576507523,Friday,20,2015-04,Friday,20,26,4
Samsung Galaxy S6 Review!,2015-04-22 05:31:26+00:00,13.083333333333334,5815256,101621,8444,0.018926939759831726,Wednesday,5,2015-04,Wednesday,5,25,2
Ask MKBHD V4!,2015-04-16 01:47:59+00:00,7.85,638753,21357,1667,0.0360452318814941,Thursday,1,2015-04,Thursday,1,13,3
HTC One M9 Review!,2015-04-09 02:40:01+00:00,11.983333333333333,2025063,43752,3507,0.023337051736168207,Thursday,2,2015-04,Thursday,2,18,3
Oxygen OS on the OnePlus One!,2015-04-04 19:40:31+00:00,4.683333333333334,1186650,25529,1567,0.022834028567816963,Saturday,19,2015-04,Saturday,19,29,5
Logitech MX Master Review!,2015-04-01 02:31:11+00:00,5.233333333333333,1954384,34475,2154,0.01874196677827899,Wednesday,2,2015-04,Wednesday,2,26,2
Virtual Reality: Explained!,2015-03-28 03:48:50+00:00,6.333333333333333,1710207,32008,1863,0.019805204867013173,Saturday,3,2015-03,Saturday,3,27,5
Giveaway: Samsung Galaxy S6 or HTC One M9! [Closed],2015-03-23 22:18:48+00:00,2.05,774492,103545,0,0.13369408592987403,Monday,22,2015-03,Monday,22,51,0
USB Type-C: Explained!,2015-03-13 00:35:48+00:00,5.333333333333333,4872304,84750,4816,0.018382678913302617,Friday,0,2015-03,Friday,0,22,4
The New Macbook Impressions!,2015-03-10 05:10:30+00:00,6.2,2779220,41627,7672,0.017738430207036505,Tuesday,5,2015-03,Tuesday,5,28,1
Dot View 2 Case for HTC One M9!,2015-03-07 02:03:37+00:00,5.033333333333333,1054505,21311,1285,0.021428063404156452,Saturday,2,2015-03,Saturday,2,31,5
HTC One M9 Impressions!,2015-03-03 00:20:49+00:00,5.283333333333333,1139646,24483,2314,0.023513441893359868,Tuesday,0,2015-03,Tuesday,0,23,1
Samsung Galaxy S6 Impressions!,2015-03-01 17:30:01+00:00,6.35,1578163,32536,4204,0.023280231509672955,Sunday,17,2015-03,Sunday,17,30,6
Samsung Galaxy S6 Edge Impressions!,2015-03-01 17:30:00+00:00,4.433333333333334,1706967,28469,2347,0.018053073082256423,Sunday,17,2015-03,Sunday,17,35,6
OnePlus One & Cyanogenmod 12!,2015-02-24 16:29:23+00:00,6.083333333333333,1096825,25121,1565,0.02433022587924236,Tuesday,16,2015-02,Tuesday,16,29,1
Audio Technica ATH-M70X Review!,2015-02-17 17:52:18+00:00,6.233333333333333,2044421,34546,2617,0.018177762799345146,Tuesday,17,2015-02,Tuesday,17,31,1
Dell Venue 8 7000 Review!,2015-02-14 05:12:01+00:00,6.816666666666666,837502,24944,1322,0.03136231316462528,Saturday,5,2015-02,Saturday,5,25,5
Exploring Drones with Deadmau5!,2015-02-10 15:00:14+00:00,6.033333333333333,858028,31135,1797,0.038381031854438315,Tuesday,15,2015-02,Tuesday,15,31,1
Fun with the BMW i8!,2015-02-01 23:29:42+00:00,3.716666666666667,2873795,47362,3312,0.01763312971175745,Sunday,23,2015-02,Sunday,23,20,6
The State of 4K: Early 2015!,2015-01-26 18:04:28+00:00,5.733333333333333,756642,24101,3851,0.03694217344530174,Monday,18,2015-01,Monday,18,28,0
HTC One M9: What to Expect!,2015-01-24 20:20:11+00:00,5.416666666666667,855944,22278,2800,0.029298645705793838,Saturday,20,2015-01,Saturday,20,27,5
What's on my Android! (Early 2015),2015-01-20 01:17:57+00:00,5.083333333333333,1058709,25621,2403,0.026469974279995732,Tuesday,1,2015-01,Tuesday,1,34,1
CES 2015 Highlights!,2015-01-15 02:23:37+00:00,6.85,494409,15778,760,0.033450038328590295,Thursday,2,2015-01,Thursday,2,20,3
BMW Tech at CES 2015!,2015-01-11 14:07:13+00:00,4.4,1182177,23780,1181,0.021114435486395015,Sunday,14,2015-01,Sunday,14,21,6
Quantum Dot TVs: Explained!,2015-01-08 09:26:03+00:00,3.2333333333333334,1070624,28543,1109,0.027695997847983978,Thursday,9,2015-01,Thursday,9,27,3
MKBHD Update 10.4: 2015!,2015-01-01 21:04:18+00:00,4.033333333333333,707191,29294,1746,0.043891961294756296,Thursday,21,2015-01,Thursday,21,24,3
Motorola Droid Turbo Review!,2014-12-24 03:26:43+00:00,6.533333333333333,1171359,32772,2129,0.02979530613586441,Wednesday,3,2014-12,Wednesday,3,28,2
Best Tech under $50!,2014-12-18 01:00:44+00:00,8.116666666666667,2834378,58758,2379,0.021569811789394357,Thursday,1,2014-12,Thursday,1,20,3
Top 5 Wearable Tech! (Late 2014),2014-12-15 01:37:17+00:00,7.8,943002,21180,1793,0.024361560208780046,Monday,1,2014-12,Monday,1,32,0
Smartphone Awards: 2014!,2014-12-08 02:55:10+00:00,15.533333333333333,2861956,69212,9097,0.027362055880663434,Monday,2,2014-12,Monday,2,24,0
Google Nexus 9 Review!,2014-12-01 16:34:37+00:00,9.65,1290917,27897,2689,0.023693235118911596,Monday,16,2014-12,Monday,16,22,0
MKBHD Update 10.3!,2014-11-20 23:49:23+00:00,4.65,664986,24532,3808,0.04261743856261636,Thursday,23,2014-11,Thursday,23,18,3
Google Nexus 6 Review!,2014-11-15 14:18:41+00:00,17.033333333333335,2857443,48614,5132,0.018809124101513135,Saturday,14,2014-11,Saturday,14,22,5
The Dream Smartphone! (2014),2014-11-12 14:00:29+00:00,4.033333333333333,1647832,63342,7120,0.042760427033823836,Wednesday,14,2014-11,Wednesday,14,28,2
Apple iPad Air 2 Review!,2014-11-11 15:48:09+00:00,8.466666666666667,2622314,33342,3210,0.01393883417470219,Tuesday,15,2014-11,Tuesday,15,24,1
Google Nexus 9 Unboxing + Hands On!,2014-11-05 20:33:46+00:00,6.516666666666667,590821,22142,1696,0.0403472456124613,Wednesday,20,2014-11,Wednesday,20,35,2
Google Nexus 6 Unboxing + Hands On!,2014-11-05 00:18:21+00:00,5.416666666666667,1019165,48065,5140,0.05220450074325551,Wednesday,0,2014-11,Wednesday,0,35,2
GoPro Hero 4: Being a Dog in 4K!,2014-11-02 02:09:48+00:00,3.783333333333333,806815,21493,2377,0.029585468787764233,Sunday,2,2014-11,Sunday,2,32,6
Android 5.0 Lollipop Feature Review!,2014-10-28 03:05:09+00:00,8.85,3040329,69201,5283,0.02449866445374826,Tuesday,3,2014-10,Tuesday,3,36,1
Samsung Galaxy Note 4 Review!,2014-10-25 06:13:50+00:00,12.15,3374036,66896,6009,0.021607653267481437,Saturday,6,2014-10,Saturday,6,29,5
Apple iPhone 6+ Review!,2014-10-20 18:13:16+00:00,7.133333333333334,2502181,43733,4443,0.019253603156606177,Monday,18,2014-10,Monday,18,23,0
Sharp Aquos Crystal - Bezelless Smartphone!,2014-10-18 01:08:32+00:00,6.75,2189082,37994,3492,0.018951322974653302,Saturday,1,2014-10,Saturday,1,43,5
Nexus 6 & Nexus 9 Impressions!,2014-10-15 23:51:46+00:00,9.216666666666667,1161680,47990,3705,0.04450020659734178,Wednesday,23,2014-10,Wednesday,23,30,2
Apple iPhone 6 Review!,2014-10-09 08:04:50+00:00,10.733333333333333,7920259,84294,10109,0.01191918092577528,Thursday,8,2014-10,Thursday,8,22,3
