title,published_date,duration,views,likes,comments,engagement_rate,day_of_week,hour,Month,Day,Hour,TitleLength,DayOfWeek
Electric Scooter INSIDE a Briefcase!,2023-11-20 14:27:19+00:00,1.0,12800788,559929,6916,0.044282039511942546,Monday,14,2023-11,Monday,14,36,0
iPhone Gets RCS! With a Catch...,2023-11-16 23:21:05+00:00,1.0,1228658,62623,1105,0.05186797302422643,Thursday,23,2023-11,Thursday,23,32,3
"To Beat the iPhone, You Must... Be the iPhone?",2023-11-14 14:39:57+00:00,9.25,3331151,120513,8786,0.03881511225399269,Tuesday,14,2023-11,Tuesday,14,46,1
Space Black M3 Max MacBook Pro Review: We Can Game Now?!,2023-11-09 23:48:45+00:00,8.933333333333334,4367753,109571,5074,0.026248050198809318,Thursday,23,2023-11,Thursday,23,56,3
Introducing 251.1!,2023-11-09 17:24:25+00:00,1.0,1234754,64461,1294,0.0532535225640087,Thursday,17,2023-11,Thursday,17,18,3
Apple Math 🍎,2023-11-06 16:32:11+00:00,0.8833333333333333,10599885,487302,5621,0.046502674321466694,Monday,16,2023-11,Monday,16,12,0
M3 Macbook Pro Impressions: Is It Enough?,2023-10-31 02:53:06+00:00,11.15,4066627,124022,4783,0.03167366960382646,Tuesday,2,2023-10,Tuesday,2,41,1
Pixel Watch 2 is Actually… Good?,2023-10-28 13:09:50+00:00,0.9833333333333333,3497961,151650,942,0.04362312787363839,Saturday,13,2023-10,Saturday,13,32,5
THIS over a Galaxy S23?,2023-10-26 13:04:43+00:00,1.0,9172530,409060,4163,0.045050057072585206,Thursday,13,2023-10,Thursday,13,23,3
OnePlus Open is Awesome - What's Happening with Folding Phones?!,2023-10-19 15:01:16+00:00,12.033333333333333,5272979,130396,8718,0.02638243012156885,Thursday,15,2023-10,Thursday,15,64,3
The Vision for Mixed Reality: Now vs The Future!,2023-10-17 22:13:38+00:00,12.85,2710488,81035,4071,0.031398773947717167,Tuesday,22,2023-10,Tuesday,22,48,1
The Cybertruck Scooter,2023-10-12 14:17:00+00:00,1.0,12939372,548231,10190,0.04315673125403613,Thursday,14,2023-10,Thursday,14,22,3
Google Pixel 8/8 Pro Review: We'll Fix It In Post!,2023-10-11 17:10:01+00:00,16.3,5050616,141832,6125,0.02929484245090104,Wednesday,17,2023-10,Wednesday,17,50,2
The BENDABLE Ultrawide Monitor 👀,2023-10-07 21:56:33+00:00,0.9333333333333333,10347379,586574,3404,0.05701714414829108,Saturday,21,2023-10,Saturday,21,32,5
Can You Trust Google?,2023-10-06 19:50:22+00:00,9.3,2169210,102092,7129,0.05035058846308103,Friday,19,2023-10,Friday,19,21,4
Your Phone Plan Costs More Than You Think #visiblewireless #visible_partner,2023-10-06 17:14:52+00:00,1.0,1631857,53227,1948,0.03381117340551286,Friday,17,2023-10,Friday,17,75,4
Google Pixel 8/8 Pro Impressions: Software Magic!,2023-10-04 14:30:53+00:00,13.633333333333333,4792571,167266,8254,0.03662334892899865,Wednesday,14,2023-10,Wednesday,14,49,2
PSA: Your Phone Will Ring Today,2023-10-03 20:42:37+00:00,0.9333333333333333,2518205,125072,3204,0.050939458860577276,Tuesday,20,2023-10,Tuesday,20,31,1
iPhone 15 Review: Welcome to the Club!,2023-10-02 23:08:40+00:00,13.85,6548300,159068,9395,0.025726219018676603,Monday,23,2023-10,Monday,23,38,0
"iPhone 15 Pro Review: The Good, The Bad, & The Ugly!",2023-09-28 22:01:44+00:00,24.7,10455369,257975,18088,0.026403946144798907,Thursday,22,2023-09,Thursday,22,52,3
iPhone Update PSA,2023-09-22 20:51:47+00:00,1.0,7652432,380050,6383,0.05049806388348175,Friday,20,2023-09,Friday,20,17,4
Apple Watch Series 9 & Ultra 2: What Are We Waiting For?!,2023-09-21 17:29:36+00:00,10.483333333333333,4687721,98085,4002,0.02177753326189848,Thursday,17,2023-09,Thursday,17,57,3
iPhone 15/15 Pro Unboxing and Second Look!,2023-09-19 13:01:15+00:00,11.35,8079064,217529,9929,0.02815400397867872,Tuesday,13,2023-09,Tuesday,13,42,1
iPhone 15 Event Reactions: Sneaky Updates!,2023-09-14 01:56:45+00:00,10.3,3279613,123954,5067,0.03934031240881165,Thursday,1,2023-09,Thursday,1,42,3
iPhone 15/15 Pro Impressions: Not Just USB-C!,2023-09-13 05:39:41+00:00,13.383333333333333,14193664,359476,25345,0.02711216779543323,Wednesday,5,2023-09,Wednesday,5,45,2
Everything from the iPhone 15 Event!,2023-09-13 03:31:35+00:00,1.0,2436847,140150,1731,0.058223187586253874,Wednesday,3,2023-09,Wednesday,3,36,2
Unreal Engine 🤝 Electric Cars,2023-09-08 18:36:56+00:00,0.9833333333333333,3952113,191315,3240,0.049228096463840985,Friday,18,2023-09,Friday,18,29,4
This is a Crypto Phone. Don’t Buy It.,2023-09-07 22:32:35+00:00,11.816666666666666,3766836,108184,5046,0.030059710590001794,Thursday,22,2023-09,Thursday,22,37,3
iMessage on Android!,2023-09-04 20:55:15+00:00,1.0,1592594,61412,1722,0.03964224403708667,Monday,20,2023-09,Monday,20,20,0
iPhone vs Android (The Real Winner)!,2023-09-01 14:54:10+00:00,18.45,6697199,253238,22273,0.04113824301771531,Friday,14,2023-09,Friday,14,36,4
Using AirDrop with Android!,2023-08-28 14:28:58+00:00,1.0,2172556,114330,1167,0.05316180572560615,Monday,14,2023-08,Monday,14,27,0
The PlayStation Portal Seems... Terrible,2023-08-23 20:58:32+00:00,1.0,4595718,233613,6623,0.052273877552974315,Wednesday,20,2023-08,Wednesday,20,40,2
How 3D Printing Changed This Dog's Life!,2023-08-22 16:01:14+00:00,12.133333333333333,1684190,91032,2544,0.05556142715489345,Tuesday,16,2023-08,Tuesday,16,40,1
Driving The New Fastest Car Ever Made!,2023-08-18 23:14:52+00:00,12.416666666666666,7788560,236093,11553,0.03179612149100732,Friday,23,2023-08,Friday,23,38,4
Samsung Tab S9 Ultra: Is the iPad Killer Real?,2023-08-15 21:53:48+00:00,10.05,6531926,162799,8371,0.026205134595829776,Tuesday,21,2023-08,Tuesday,21,46,1
Samsung Z Flip 5 Review: I Was Wrong!,2023-08-09 19:10:14+00:00,10.616666666666667,5779167,130768,5483,0.02357623512177447,Wednesday,19,2023-08,Wednesday,19,37,2
This Monster Samsung Tablet is Awesome!,2023-07-31 13:01:10+00:00,1.0,14494001,565561,7424,0.039532562471880604,Monday,13,2023-07,Monday,13,39,0
Tesla Solar Roof Review: Was it Worth It??,2023-07-29 00:56:53+00:00,30.45,16185119,470882,28076,0.03082819471392209,Saturday,0,2023-07,Saturday,0,42,5
Samsung Z Fold 5 and Z Flip 5 Impressions: They Settled!,2023-07-26 11:00:16+00:00,8.483333333333333,4739148,114971,5954,0.025516189829901916,Wednesday,11,2023-07,Wednesday,11,56,2
The Truth about the New Beats by Dre!,2023-07-24 22:24:13+00:00,11.016666666666667,3354620,94395,3711,0.029245041167106856,Monday,22,2023-07,Monday,22,37,0
The Worst Hot Takes in Tech,2023-07-21 21:00:07+00:00,14.5,4638786,152576,8337,0.03468860171605243,Friday,21,2023-07,Friday,21,27,4
iOS 17 Hands-On: Top 5 Features!,2023-07-14 16:39:30+00:00,12.55,7883006,180113,6786,0.023709102847314843,Friday,16,2023-07,Friday,16,32,4
Nothing Phone 2 Review: A Real Personality!,2023-07-13 15:34:54+00:00,12.166666666666666,3825338,107618,4118,0.029209445021590247,Thursday,15,2023-07,Thursday,15,43,3
"iOS 17's ""Personal Voice"" Feature!",2023-07-12 18:52:40+00:00,0.9666666666666667,3222831,135107,1782,0.04247476830153365,Wednesday,18,2023-07,Wednesday,18,34,2
This Phone is Nearly Perfect!,2023-07-07 19:25:08+00:00,7.683333333333334,4618082,147571,6576,0.03337900886125452,Friday,19,2023-07,Friday,19,29,4
"The $600,000 Diamond iPhone 💎",2023-07-06 16:42:51+00:00,1.0,2312296,100867,1964,0.044471382556558504,Thursday,16,2023-07,Thursday,16,29,3
Dope Tech: Nothing Phone 2 Redesign!,2023-07-03 19:00:23+00:00,17.133333333333333,3670837,136927,4153,0.03843265173583028,Monday,19,2023-07,Monday,19,36,0
Why Does the M2 Mac Pro Exist?,2023-06-28 20:15:56+00:00,11.316666666666666,2890625,83598,3200,0.030027416216216216,Wednesday,20,2023-06,Wednesday,20,30,2
Google Pixel Fold Review: Maybe Next Year!,2023-06-26 17:01:16+00:00,16.783333333333335,3459649,88220,4124,0.026691725085406064,Monday,17,2023-06,Monday,17,42,0
The World's Largest iPhone Has a Secret...,2023-06-22 04:03:29+00:00,0.9333333333333333,42660596,1908019,7848,0.04490952259551179,Thursday,4,2023-06,Thursday,4,42,3
Pixel Tablet Review: Is Google Back?!,2023-06-20 11:47:24+00:00,13.05,3178413,85535,4065,0.028190169118991144,Tuesday,11,2023-06,Tuesday,11,37,1
Apple's Forbidden Words,2023-06-15 21:06:03+00:00,9.933333333333334,3285694,128174,5804,0.040776164791973935,Thursday,21,2023-06,Thursday,21,23,3
"15"" MacBook Air M2 Review: The Obvious Thing!",2023-06-12 13:00:43+00:00,8.183333333333334,3910585,97946,3586,0.025963378880653407,Monday,13,2023-06,Monday,13,45,0
Apple Vision Pro vs Ready Player One?,2023-06-08 17:31:44+00:00,0.8833333333333333,7056655,354826,3570,0.05078836927694495,Thursday,17,2023-06,Thursday,17,37,3
Apple Vision Pro Impressions!,2023-06-06 06:39:07+00:00,20.183333333333334,18151833,531590,38917,0.031429718420172774,Tuesday,6,2023-06,Tuesday,6,29,1
How Does Sony Keep Doing This?,2023-06-03 17:12:19+00:00,12.566666666666666,6226347,166718,10690,0.02849311161102971,Saturday,17,2023-06,Saturday,17,30,5
RAZR+ Impressions: Is This What You Wanted?,2023-06-01 18:00:42+00:00,8.75,4396941,113757,6386,0.02732422381833188,Thursday,18,2023-06,Thursday,18,43,3
iPad Killer or Clone?,2023-05-26 20:50:13+00:00,9.933333333333334,3954587,98907,4476,0.026142552939156478,Friday,20,2023-05,Friday,20,21,4
The Most Tech I've Ever Seen in a Car!,2023-05-19 17:59:11+00:00,1.0,16709238,737287,7794,0.04459096219707925,Friday,17,2023-05,Friday,17,38,4
I Tried a Secret Google Project!,2023-05-18 03:05:40+00:00,12.383333333333333,3102404,138777,7401,0.04711765456723238,Thursday,3,2023-05,Thursday,3,32,3
This is the Dumbest Product I've Ever Reviewed,2023-05-15 22:21:15+00:00,18.533333333333335,10272034,253851,14875,0.026160933657345762,Monday,22,2023-05,Monday,22,46,0
Apple and Google had to work TOGETHER!,2023-05-12 17:32:13+00:00,0.9833333333333333,6083186,308772,2905,0.05123581623182326,Friday,17,2023-05,Friday,17,38,4
Google Pixel Tablet Impressions: A New Bargain?,2023-05-11 21:10:20+00:00,8.066666666666666,2838816,90552,4359,0.033433304588955395,Thursday,21,2023-05,Thursday,21,47,3
Google Pixel Fold Impressions! $1800 of Pixel?!,2023-05-10 18:50:48+00:00,7.583333333333333,3549751,107085,4902,0.03154784659543726,Wednesday,18,2023-05,Wednesday,18,47,2
Google Pixel 7A Review: New Price!,2023-05-10 18:43:35+00:00,11.25,3397751,94674,3399,0.02886409274840917,Wednesday,18,2023-05,Wednesday,18,34,2
The Flagship vs Midrange Debate: Galaxy A54 Review!,2023-05-01 01:03:55+00:00,14.8,4737273,135644,6448,0.029994471502908952,Monday,1,2023-05,Monday,1,51,0
OnePlus Made an iPad!,2023-04-28 13:01:17+00:00,1.0,5688335,269256,3145,0.047887650780061304,Friday,13,2023-04,Friday,13,21,4
I Made My Own Sneaker! M251,2023-04-25 14:59:45+00:00,7.033333333333333,1613301,89257,6205,0.05917184703908322,Tuesday,14,2023-04,Tuesday,14,27,1
"I Spent $40,000 to Unbox a Sealed Original iPhone!",2023-04-20 22:02:23+00:00,13.4,10370851,365853,14917,0.036715405514937974,Thursday,22,2023-04,Thursday,22,50,3
A Hidden Google Assistant Feature!,2023-04-14 14:50:28+00:00,0.9833333333333333,4153349,191026,2362,0.04656194314515828,Friday,14,2023-04,Friday,14,34,4
The ROG Phone 7 Ultimate is Just Ridiculous!,2023-04-13 12:30:43+00:00,10.816666666666666,2520689,79222,3979,0.03300724524128125,Thursday,12,2023-04,Thursday,12,44,3
The Rivian R1S Is... The Best SUV Ever?,2023-04-11 23:20:19+00:00,14.333333333333334,3025784,80677,3618,0.027858895413552322,Tuesday,23,2023-04,Tuesday,23,39,1
The AI Assistant Battle! (2023),2023-04-08 04:45:06+00:00,15.733333333333333,2857864,109378,4478,0.03983954449896846,Saturday,4,2023-04,Saturday,4,31,5
This Voice is Entirely AI...,2023-04-03 23:28:54+00:00,6.233333333333333,1897564,80459,4518,0.04478215227523288,Monday,23,2023-04,Monday,23,28,0
The Smartphone Awards Midseason 2023!,2023-04-01 12:14:04+00:00,7.583333333333333,2097686,112789,8210,0.05768213164410689,Saturday,12,2023-04,Saturday,12,37,5
This Product Shouldn't Exist,2023-03-31 20:36:10+00:00,1.0,26047719,814868,9546,0.03165014180320357,Friday,20,2023-03,Friday,20,28,4
Dope Tech: Better than Expected!,2023-03-27 21:13:03+00:00,14.133333333333333,3549770,105547,2380,0.030403941663826105,Monday,21,2023-03,Monday,21,32,0
Tesla's Wireless Charger: Explained!,2023-03-22 21:37:22+00:00,1.0,5019491,211209,1525,0.04238158809329472,Wednesday,21,2023-03,Wednesday,21,36,2
This Smartphone Hardware is Getting Crazy!,2023-03-21 10:17:15+00:00,10.733333333333333,2890333,91970,3626,0.03307438969834964,Tuesday,10,2023-03,Tuesday,10,42,1
It's a Normal Smartwatch Until...,2023-03-20 18:03:22+00:00,0.95,10684288,502673,4449,0.04746427651519689,Monday,18,2023-03,Monday,18,33,0
Desk Tour & Daily Tech Update 2023!,2023-03-16 19:45:29+00:00,10.1,2831375,85701,2116,0.031015672597236324,Thursday,19,2023-03,Thursday,19,35,3
What is Happening with Samsung's Camera?,2023-03-13 19:26:48+00:00,5.916666666666667,3131765,153870,6531,0.05121744447619793,Monday,19,2023-03,Monday,19,40,0
The Yellow iPhone 14: Love it or Hate it?,2023-03-09 17:43:16+00:00,1.0,4132128,219971,2787,0.053908785013436177,Thursday,17,2023-03,Thursday,17,41,3
This Feature is Underrated!,2023-03-05 16:20:33+00:00,1.0,10236763,458204,3827,0.045134482453095766,Sunday,16,2023-03,Sunday,16,27,6
I Said Yes to Every Email for a Month!,2023-03-03 21:17:26+00:00,15.933333333333334,7991766,239398,8153,0.030975756797684016,Friday,21,2023-03,Friday,21,38,4
A Rare iPhone Environmental W,2023-02-27 21:29:39+00:00,0.95,11441734,457802,9225,0.04081785155991216,Monday,21,2023-02,Monday,21,29,0
Concept Phones: It's Time to Stop!,2023-02-27 12:18:11+00:00,9.65,1937472,79860,2399,0.042456871634790075,Monday,12,2023-02,Monday,12,34,0
The New Best Folding Phone!,2023-02-24 20:58:01+00:00,0.9833333333333333,11486211,402941,2890,0.03533201679822876,Friday,20,2023-02,Friday,20,27,4
They Didn't Have To Go This Hard!,2023-02-21 20:07:58+00:00,1.0,7860424,510024,5502,0.06558501169911445,Tuesday,20,2023-02,Tuesday,20,33,1
The Biggest Problem with AI!,2023-02-18 01:09:30+00:00,12.233333333333333,2606200,134600,5288,0.053675082495587445,Saturday,1,2023-02,Saturday,1,28,5
The Galaxy S23 Ultra is Better Than You Think!,2023-02-11 00:01:15+00:00,13.35,6938894,195926,10101,0.029691619442522108,Saturday,0,2023-02,Saturday,0,46,5
OnePlus 11 Review: They're Back?!,2023-02-07 15:15:15+00:00,11.016666666666667,4161756,124599,7423,0.031722667066497894,Tuesday,15,2023-02,Tuesday,15,33,1
Galaxy S23 Ultra vs the MOON,2023-02-07 03:19:21+00:00,0.65,4910773,303984,4553,0.06282860152566612,Tuesday,3,2023-02,Tuesday,3,28,1
AI-Generated Music is Wild!,2023-02-05 01:38:57+00:00,0.95,2822812,133083,2274,0.04795112108068125,Sunday,1,2023-02,Sunday,1,27,6
How Apple is Taking Back the iPhone,2023-02-03 20:08:12+00:00,8.266666666666667,5824256,174692,4092,0.03069645290316909,Friday,20,2023-02,Friday,20,35,4
The Secret F150 Lightning Feature...,2023-02-02 15:26:20+00:00,0.35,791374,32566,278,0.04150250071394815,Thursday,15,2023-02,Thursday,15,36,3
Galaxy S23 / Ultra Impressions: Cruise Control!,2023-02-01 18:00:30+00:00,6.816666666666666,4526556,132177,6029,0.03053226338081314,Wednesday,18,2023-02,Wednesday,18,47,2
Apple HomePod 2 Review: I'm Confused,2023-01-31 14:03:11+00:00,10.05,4284935,121990,5245,0.029693565946741315,Tuesday,14,2023-01,Tuesday,14,36,1
The #1 Most Overpriced Tech in 2023!,2023-01-25 15:10:58+00:00,0.9833333333333333,9139923,412994,6065,0.045849292165809276,Wednesday,15,2023-01,Wednesday,15,36,2
M2 Pro Mac Mini Review: Game Changer!,2023-01-24 23:19:09+00:00,9.55,4306895,124274,3975,0.02977760080057675,Tuesday,23,2023-01,Tuesday,23,37,1
M2 Max MacBook Pro Review: Back to Bumps!,2023-01-23 14:01:39+00:00,9.383333333333333,5096450,160888,5381,0.03262447389849797,Monday,14,2023-01,Monday,14,41,0
4 Ways AI Can Save Microsoft!,2023-01-20 19:51:58+00:00,1.0,2155456,123420,1462,0.05793762433563942,Friday,19,2023-01,Friday,19,29,4
This Phone is $169 - What's the Catch?,2023-01-12 16:00:58+00:00,10.933333333333334,4074374,123689,7980,0.032316375472649296,Thursday,16,2023-01,Thursday,16,38,3
Is Apple Giving Magsafe to Android?,2023-01-11 22:34:39+00:00,1.0,2551993,125185,1651,0.04970076328579271,Wednesday,22,2023-01,Wednesday,22,35,2
Stop Reading Megapixel Counts!,2023-01-06 22:53:28+00:00,0.9666666666666667,3065359,167224,2134,0.0552489936741504,Friday,22,2023-01,Friday,22,30,4
What is Happening with iPhone Camera?,2023-01-05 22:22:55+00:00,13.666666666666666,5972018,204755,8286,0.03567320125290982,Thursday,22,2023-01,Thursday,22,37,3
Smartphone Awards 2022!,2022-12-27 22:00:10+00:00,20.183333333333334,5465346,214147,10763,0.0411520148953058,Tuesday,22,2022-12,Tuesday,22,23,1
The Voice Assistant Battle! (2023),2022-12-24 21:50:39+00:00,11.35,5187329,301105,6087,0.05921968704896104,Saturday,21,2022-12,Saturday,21,34,5
100X Zoom in Phones Leveled Up This Year!,2022-12-23 19:27:43+00:00,0.8833333333333333,6734498,335789,2116,0.05017523206629507,Friday,19,2022-12,Friday,19,41,4
The Best Smartphone Camera 2022!,2022-12-21 23:05:51+00:00,14.383333333333333,3874398,197053,10228,0.05350018247996205,Wednesday,23,2022-12,Wednesday,23,32,2
Tesla Self Driving vs Everyday Roads!,2022-12-14 23:08:36+00:00,23.3,6806613,168276,12175,0.026511129691081305,Wednesday,23,2022-12,Wednesday,23,37,2
3 iPhone Super Useful Hidden Features!,2022-12-13 15:13:43+00:00,1.0,8167834,418620,2225,0.051524675942238786,Tuesday,15,2022-12,Tuesday,15,38,1
"The Truth About AI Getting ""Creative""",2022-12-09 21:17:58+00:00,15.166666666666666,3023096,125618,8245,0.04428010225278985,Friday,21,2022-12,Friday,21,37,4
When Apple Gets It Wrong,2022-12-05 23:06:44+00:00,0.9833333333333333,15190837,750369,9066,0.04999296615453118,Monday,23,2022-12,Monday,23,24,0
My Tech Hot Takes!,2022-12-04 17:39:41+00:00,13.566666666666666,2995245,138751,8565,0.049183288846154485,Sunday,17,2022-12,Sunday,17,18,6
Remember the Cybertruck?,2022-11-21 23:08:55+00:00,1.0,5028198,205146,5681,0.04192893756371567,Monday,23,2022-11,Monday,23,24,0
"iPad Pro M2: What Does ""Pro"" Even Mean?",2022-11-18 21:48:49+00:00,9.15,3581232,109551,3852,0.03166591832084601,Friday,21,2022-11,Friday,21,39,4
Google Hits Back at iMessage!,2022-11-14 20:30:01+00:00,0.9833333333333333,21965722,1035304,18401,0.04797042409987707,Monday,20,2022-11,Monday,20,29,0
Lucid Air: How to One-up Tesla!,2022-11-11 19:27:05+00:00,13.383333333333333,5918938,157186,7627,0.027845028956208023,Friday,19,2022-11,Friday,19,31,4
Dear Twitter!,2022-11-08 02:29:45+00:00,14.5,4697661,194560,12394,0.04405469019582298,Tuesday,2,2022-11,Tuesday,2,13,1
The iPhone USB-C Law: Explained!,2022-11-02 17:58:32+00:00,9.283333333333333,6759744,215446,17600,0.03447556593859176,Wednesday,17,2022-11,Wednesday,17,32,2
Who Cares About the Metaverse?,2022-10-28 19:48:08+00:00,15.85,9313701,261606,21117,0.030355601924519585,Friday,19,2022-10,Friday,19,30,4
The New iPad is Weird!,2022-10-25 23:14:46+00:00,8.266666666666667,8396425,210717,9964,0.02628273342523753,Tuesday,23,2022-10,Tuesday,23,22,1
iPhone’s Crash Detection vs Roller Coasters,2022-10-21 05:01:32+00:00,1.0,5229330,379914,2827,0.0731912118760912,Friday,5,2022-10,Friday,5,43,4
Pixel Watch Review: First Gen Fumbles!,2022-10-15 21:34:48+00:00,12.45,3408171,96821,4483,0.029723860686567665,Saturday,21,2022-10,Saturday,21,38,5
Meta Quest Pro’s Passthrough mode 👀,2022-10-14 13:52:31+00:00,0.55,3153504,132778,1757,0.04266206733842735,Friday,13,2022-10,Friday,13,35,4
Google Pixel 7/Pro Review: Hard Problems? Software Answers!,2022-10-12 17:00:29+00:00,13.7,5065336,154018,6531,0.0316956269041185,Wednesday,17,2022-10,Wednesday,17,59,2
The Apple Watch Stand Hours Glitch!,2022-10-10 23:25:19+00:00,1.0,11637873,675608,2201,0.0582416563576523,Monday,23,2022-10,Monday,23,35,0
Pixel 7/Pro and Watch Impressions!,2022-10-07 03:04:20+00:00,12.05,4763239,165379,6250,0.03603199419554635,Friday,3,2022-10,Friday,3,34,4
Twitter’s Edit Button is Real! (FINALLY),2022-10-06 17:49:02+00:00,1.0166666666666666,2815441,188854,1058,0.06745373104959401,Thursday,17,2022-10,Thursday,17,40,3
iPhone 14 Plus & The Problem with Benchmarks!,2022-10-06 04:01:28+00:00,8.95,3302753,106300,3660,0.03329343732334813,Thursday,4,2022-10,Thursday,4,45,3
Smart Home Tech I ACTUALLY Use!,2022-10-03 19:10:17+00:00,9.633333333333333,3913254,125508,3780,0.03303848919594792,Monday,19,2022-10,Monday,19,31,0
Dope Tech: The Hottest Laptop Design!,2022-09-30 20:41:30+00:00,12.25,2115610,72339,1820,0.03505324705404115,Friday,20,2022-09,Friday,20,37,4
Samsung Swelling Phones: Explained,2022-09-29 21:16:10+00:00,0.9833333333333333,6484995,364424,5427,0.057031809585049796,Thursday,21,2022-09,Thursday,21,34,3
AirPods Pro 2 Review: 1 Underrated Thing!,2022-09-27 16:31:09+00:00,11.283333333333333,8450209,239280,7944,0.02925655448285362,Tuesday,16,2022-09,Tuesday,16,41,1
